CO,NO2,pm10,pm25,Temperature,Humidity,Wind speed,date,time,CO_AQI,NO2_AQI,pm10_AQI,pm25_AQI,AQI
814,41.4,12.4,19.8,33,0.55,3.37,6/22/2024,11:00,8,21,11,71,71
714,38.7,18.7,22.1,33,0.54,3.25,6/22/2024,12:00,7,19,17,75,75
678,39.9,14.6,19.7,33,0.51,2.89,6/22/2024,13:00,7,20,14,71,71
516,37.9,11.2,16.5,33,0.5,2.93,6/22/2024,14:00,5,19,10,65,65
637,40,9,15.1,34,0.51,3.17,6/22/2024,15:00,6,20,8,62,62
546,39.7,16.1,19.7,34,0.56,3.57,6/22/2024,16:00,5,20,15,71,71
743,40.9,22.3,23.2,34,0.58,4.55,6/22/2024,17:00,7,21,21,77,77
675,39.6,26.6,22.9,33,0.62,5.15,6/22/2024,18:00,7,20,25,77,77
693,41.6,32.5,18,33,0.64,5.3,6/22/2024,19:00,7,21,30,68,68
529,41.6,38.2,14.6,32,0.7,4.86,6/22/2024,20:00,5,21,35,61,61
585,42.2,45.4,21.5,31,0.75,4.04,6/22/2024,21:00,6,21,42,74,74
513,40.5,53.7,23.7,30,0.78,3.54,6/22/2024,22:00,5,20,50,78,78
617,40.3,40.7,24.9,30,0.81,3.23,6/22/2024,23:00,6,20,38,80,80
290,41.2,49.1,33,30,0.83,2.8,6/23/2024,0:00,3,21,45,96,96
668,42,39,27.7,29,0.84,2.83,6/23/2024,1:00,7,21,36,86,86
761,37.4,47.1,26.8,29,0.83,2.53,6/23/2024,2:00,8,19,44,84,84
482,39.2,45.7,21.4,29,0.83,2.02,6/23/2024,3:00,5,20,42,74,74
484,37.6,54.8,15.7,28,0.83,1.77,6/23/2024,4:00,5,19,51,63,63
316,38.4,38.8,21.6,28,0.83,1.6,6/23/2024,5:00,3,19,36,74,74
460,37.9,45.8,25.2,28,0.82,1.3,6/23/2024,6:00,5,19,42,81,81
615,41.1,38.5,20,29,0.75,1.27,6/23/2024,7:00,6,21,36,71,71
607,40,39,21,30,0.69,1.41,6/23/2024,8:00,6,20,36,73,73
588,39.4,28.5,18.2,31,0.65,1.62,6/23/2024,9:00,6,20,26,68,68
526,44,20,14.3,32,0.61,1.98,6/23/2024,10:00,5,22,19,61,61
643,45.1,23.4,14.7,33,0.57,2.11,6/23/2024,11:00,6,23,22,61,61
704,44,25.2,17.8,33,0.55,1.93,6/23/2024,12:00,7,22,23,67,67
620,43,32.2,16.4,34,0.55,2.01,6/23/2024,13:00,6,22,30,65,65
474,36.9,35.5,21.8,34,0.56,2.34,6/23/2024,14:00,5,19,33,75,75
540,41.5,32.7,23.7,33,0.58,2.18,6/23/2024,15:00,5,21,30,78,78
1020,42,214,40.4,34,0.58,1.79,6/23/2024,16:00,10,21,130,113,130
1380,41.9,31.2,45.7,32,0.61,2.59,6/23/2024,17:00,14,21,29,126,126
990,39.5,5.4,38.2,31,0.67,4.32,6/23/2024,18:00,10,20,5,108,108
1120,40.2,3.9,28,31,0.75,3.97,6/23/2024,19:00,11,20,4,86,86
1000,40.3,4.8,32.7,30,0.78,3.74,6/23/2024,20:00,10,20,4,95,95
1360,43.2,19.4,27.8,30,0.81,3.35,6/23/2024,21:00,13,22,18,86,86
794,41.6,69.8,28.3,29,0.83,2.96,6/23/2024,22:00,8,21,58,87,87
835,40,28.9,24.1,30,0.84,2.79,6/23/2024,23:00,8,20,27,79,79
390,39.5,76,26.6,29,0.86,2.25,6/24/2024,0:00,4,20,61,84,84
266,41.3,29.7,27.3,29,0.86,2.22,6/24/2024,1:00,3,21,28,85,85
140,36.6,16.4,21.7,29,0.87,1.95,6/24/2024,2:00,1,18,15,74,74
97.7,35.9,11.6,16.6,27,0.87,2,6/24/2024,3:00,1,18,11,65,65
144,36.9,17.6,13.4,27,0.87,2.25,6/24/2024,4:00,1,19,16,59,59
261,44.8,18.8,16.8,27,0.87,2.34,6/24/2024,5:00,3,22,17,65,65
373,50.3,20.1,15.4,27,0.86,2.54,6/24/2024,6:00,4,25,19,63,63
883,44.8,18.9,17.8,27,0.8,3.06,6/24/2024,7:00,9,22,18,67,67
1700,52.4,18.2,16.3,28,0.75,3.39,6/24/2024,8:00,17,26,17,64,64
1460,48.5,16.1,12.9,28,0.73,3.26,6/24/2024,9:00,14,24,15,58,58
880,44.1,17.4,12.1,29,0.74,3.23,6/24/2024,10:00,9,22,16,57,57
776,42.2,12.8,10.1,28,0.68,3.1,6/24/2024,11:00,8,21,12,53,53
630,39.1,8.9,12.3,31,0.64,3.16,6/24/2024,12:00,6,20,8,57,57
543,39.6,6.3,14.3,31,0.68,2.41,6/24/2024,13:00,5,20,6,61,61
499,41.3,4.4,14.3,32,0.66,3.03,6/24/2024,14:00,5,21,4,61,61
619,41.5,3.1,11.7,29.43,0.76,4.23,6/24/2024,15:00,6,21,3,56,56
534,42.4,2.1,15.8,28,0.84,3.45,6/24/2024,16:00,5,21,2,63,63
625,39.7,1.9,14.4,30,0.86,2.17,6/24/2024,17:00,6,20,2,61,61
823,42.4,15.6,22.3,30,0.86,1.25,6/24/2024,18:00,8,21,14,76,76
842,41.2,26,20.9,29,0.83,1.34,6/24/2024,19:00,8,21,24,73,73
646,42.1,32.8,19.4,28,0.83,1.35,6/24/2024,20:00,6,21,30,70,70
541,42,25.3,15.4,28,0.85,1.46,6/24/2024,21:00,5,21,23,63,63
548,42.5,25.9,11.9,28,0.87,1.42,6/24/2024,22:00,5,21,24,56,56
410,39.7,19.5,12.3,28,0.89,1.22,6/24/2024,23:00,4,20,18,57,57
435,43.7,19.3,13.1,28,0.91,1.05,6/25/2024,0:00,4,22,18,58,58
472,45.7,23.8,12.1,28,0.93,0.77,6/25/2024,1:00,5,23,22,57,57
428,46.6,42,19.4,27,0.94,0.96,6/25/2024,2:00,4,23,39,70,70
441,42.3,42.7,21.7,27,0.94,1.38,6/25/2024,3:00,4,21,40,74,74
515,50.2,46.6,17.1,27,0.94,1.55,6/25/2024,4:00,5,25,43,66,66
533,46.8,35.1,12.8,25.82,0.94,1.52,6/25/2024,5:00,5,23,33,58,58
678,47.1,31.3,15.8,26.28,0.92,1.62,6/25/2024,6:00,7,24,29,63,63
1070,45.6,23.4,14.3,27.42,0.87,2.14,6/25/2024,7:00,11,23,22,61,61
1330,51.5,20.1,15.2,28.64,0.81,2.43,6/25/2024,8:00,13,26,19,62,62
1300,44.8,14.9,12.2,29.61,0.77,2.64,6/25/2024,9:00,13,22,14,57,57
1250,45.9,11.2,21,29.4,0.78,2.3,6/25/2024,10:00,12,23,10,73,73
1180,48.3,21.2,24.2,29.13,0.78,1.8,6/25/2024,11:00,12,24,20,79,79
1220,47.9,32.1,29.8,28.45,0.82,1.66,6/25/2024,12:00,12,24,30,90,90
1270,44.8,63.5,27.1,29.41,0.78,1.99,6/25/2024,13:00,13,22,55,85,85
855,40.5,59.9,29.1,29.22,0.8,1.65,6/25/2024,14:00,8,20,53,88,88
1100,44.7,41.8,24.6,29.98,0.75,1.77,6/25/2024,15:00,11,22,39,80,80
1180,43.9,36.2,18.9,29.92,0.75,2.23,6/25/2024,16:00,12,22,34,69,69
1430,49.4,27.2,17.4,29.22,0.8,2.3,6/25/2024,17:00,14,25,25,66,66
1590,48.9,33.7,24.8,28.1,0.85,1.88,6/25/2024,18:00,16,25,31,80,80
1510,52.2,36.2,24,26.95,0.9,1.86,6/25/2024,19:00,15,26,34,79,79
1460,53.5,41.6,23,26.52,0.92,1.95,6/25/2024,20:00,14,27,39,77,77
1330,56.5,42.9,18.7,26.26,0.93,1.69,6/25/2024,21:00,13,28,40,69,69
1190,56.1,37,18.1,26.1,0.93,1.59,6/25/2024,22:00,12,28,34,68,68
967,49.9,35.3,15.8,27,0.94,1.59,6/25/2024,23:00,10,25,33,63,63
520,48,38.3,18,27,0.94,1.68,6/26/2024,0:00,5,24,35,68,68
448,46.3,41.7,24,27,0.92,1.86,6/26/2024,1:00,4,23,39,79,79
346,47.7,36.8,20.7,27,0.92,2.15,6/26/2024,2:00,3,24,34,73,73
214,46.3,29.7,17.2,27,0.9,2.28,6/26/2024,3:00,2,23,28,66,66
279,47.3,42.4,21.3,26,0.88,2.27,6/26/2024,4:00,3,24,39,74,74
363,48.4,41.5,18.5,26,0.88,2.15,6/26/2024,5:00,4,24,38,69,69
546,54.6,40.6,23.6,27,0.88,2.03,6/26/2024,6:00,5,27,38,78,78
1220,51.8,45.5,22.3,27,0.86,1.84,6/26/2024,7:00,12,26,42,76,76
1040,51.7,42.8,27,27,0.85,1.55,6/26/2024,8:00,10,26,40,84,84
669,45.9,31.1,22.8,29,0.83,0.99,6/26/2024,9:00,7,23,29,77,77
631,42.8,22,17.1,29,0.75,0.94,6/26/2024,10:00,6,21,20,66,66
504,42.6,15.9,14.8,29,0.68,1.85,6/26/2024,11:00,5,21,15,62,62
438,42.7,12.1,13.9,29,0.67,2.78,6/26/2024,12:00,4,21,11,60,60
301,41.3,8.5,14.2,29,0.73,4.77,6/26/2024,13:00,3,21,8,61,61
285,42.4,6,12.2,28,0.75,4.31,6/26/2024,14:00,3,21,6,57,57
307,39.6,4.2,11.8,29,0.76,3.64,6/26/2024,15:00,3,20,4,56,56
544,42.4,2.9,12.9,30,0.79,3.97,6/26/2024,16:00,5,21,3,58,58
968,46.9,10.1,11.1,29,0.82,3.99,6/26/2024,17:00,10,24,9,55,55
1350,47.8,34.3,10.8,29,0.85,3.84,6/26/2024,18:00,13,24,32,54,54
1250,44.4,37.5,9.5,28,0.87,3.74,6/26/2024,19:00,12,22,35,52,52
1200,47.8,36.4,10.7,28,0.89,3.4,6/26/2024,20:00,12,24,34,54,54
1020,48.3,58,17,28,0.9,2.93,6/26/2024,21:00,10,24,52,66,66
974,48.3,67.1,17.7,28,0.9,2.68,6/26/2024,22:00,10,24,57,67,67
728,49,61.7,17.1,28,0.91,2.25,6/26/2024,23:00,7,25,54,66,66
634,49,55.2,22.1,27,0.92,1.81,6/27/2024,0:00,6,25,51,75,75
422,47.1,46.7,18.5,27,0.93,1.55,6/27/2024,1:00,4,24,43,69,69
276,43.5,33.9,14.1,27,0.94,1.75,6/27/2024,2:00,3,22,31,60,60
171,37.7,32.6,13.3,27,0.92,1.81,6/27/2024,3:00,2,19,30,59,59
269,46.7,24.5,11,26,0.92,1.9,6/27/2024,4:00,3,23,23,55,55
263,42.7,27.9,11.2,26,0.92,1.94,6/27/2024,5:00,3,21,26,55,55
609,43.8,24,17.9,25,0.91,1.93,6/27/2024,6:00,6,22,22,67,67
1140,41.1,17.3,16.5,25,0.84,2.11,6/27/2024,7:00,11,21,16,65,65
1600,43,24.1,12.1,26,0.79,2.31,6/27/2024,8:00,16,22,22,57,57
1120,46,18.7,8.8,27,0.73,2.64,6/27/2024,9:00,11,23,17,49,49
948,44.8,13.2,10,29,0.71,3.36,6/27/2024,10:00,9,22,12,53,53
644,42.5,10.6,26.6,29,0.68,3.94,6/27/2024,11:00,6,21,10,84,84
592,42.8,9,25,29,0.66,4.37,6/27/2024,12:00,6,21,8,81,81
420,40.8,10,18.7,32,0.67,5.22,6/27/2024,13:00,4,20,9,69,69
448,42,8.2,14.5,32,0.64,5.37,6/27/2024,14:00,4,21,8,61,61
295,41.6,10.2,12.3,32,0.62,5.45,6/27/2024,15:00,3,21,9,57,57
375,41.4,13.2,9.8,31,0.64,5.58,6/27/2024,16:00,4,21,12,52,52
507,41.5,22,12.8,32,0.67,5,6/27/2024,17:00,5,21,20,58,58
755,42,24.5,14.3,31,0.72,4.63,6/27/2024,18:00,7,21,23,61,61
491,42.9,32.1,12.3,30,0.76,3.99,6/27/2024,19:00,5,22,30,57,57
554,43.4,42.2,13.2,30,0.8,3.75,6/27/2024,20:00,5,22,39,59,59
443,41.8,38.9,12.6,29,0.83,3.08,6/27/2024,21:00,4,21,36,58,58
964,39.4,41,10.3,29,0.86,2.68,6/27/2024,22:00,10,20,38,53,53
426,40.2,38.3,13.7,29,0.88,2.51,6/27/2024,23:00,4,20,35,60,60
271,40.4,56.6,15.2,28,0.89,2.56,6/28/2024,0:00,3,20,52,62,62
159,40.8,48.6,12.2,28,0.89,2.28,6/28/2024,1:00,2,20,45,57,57
156,39.6,47.1,10.6,28,0.9,2.24,6/28/2024,2:00,2,20,44,54,54
269,40.5,45,10.8,28,0.9,2.42,6/28/2024,3:00,3,20,42,54,54
796,42.9,43.9,12.9,28,0.91,2.3,6/28/2024,4:00,8,22,41,58,58
510,43.5,38.4,13.3,28,0.92,2.14,6/28/2024,5:00,5,22,36,59,59
1450,47.8,28.7,11.2,28,0.91,2.27,6/28/2024,6:00,14,24,27,55,55
1300,47.2,22.6,9.4,28,0.84,3.18,6/28/2024,7:00,13,24,21,51,51
1200,50.8,21.8,17.1,29,0.77,4.28,6/28/2024,8:00,12,25,20,66,66
585,46,16.7,15.5,30,0.7,4.78,6/28/2024,9:00,6,23,15,63,63
515,42.9,13,15.7,31,0.65,4.95,6/28/2024,10:00,5,22,12,63,63
549,43.4,34.3,13.6,32,0.62,4.94,6/28/2024,11:00,5,22,32,59,59
594,43.4,37.8,19.1,32,0.6,4.83,6/28/2024,12:00,6,22,35,70,70
435,44.5,35.2,19.1,33,0.64,5.36,6/28/2024,13:00,4,22,33,70,70
513,45.3,33.6,14.3,33,0.63,5.73,6/28/2024,14:00,5,23,31,61,61
401,41.4,38.9,18.8,32,0.63,5.69,6/28/2024,15:00,4,21,36,69,69
552,40.9,34.3,19,32,0.62,6.01,6/28/2024,16:00,5,21,32,69,69
705,40.1,31,18.5,32,0.67,6.19,6/28/2024,17:00,7,20,29,69,69
874,41,29.1,16.8,31,0.74,6.11,6/28/2024,18:00,9,21,27,65,65
698,42.5,45.3,22.1,31,0.77,5.36,6/28/2024,19:00,7,21,42,75,75
650,43.5,47.1,19.6,30,0.84,5.09,6/28/2024,20:00,6,22,44,71,71
477,42.7,68.5,15.8,30,0.87,4.79,6/28/2024,21:00,5,21,58,63,63
567,43.2,65.9,15.4,30,0.87,4.76,6/28/2024,22:00,6,22,56,63,63
619,40.6,61.3,20.5,29,0.87,4.14,6/28/2024,23:00,6,20,54,72,72
625,42.4,60.6,25.5,30,0.87,3.71,6/29/2024,0:00,6,21,54,82,82
634,42.6,54.6,24.3,29,0.88,2.86,6/29/2024,1:00,6,21,51,79,79
543,41.6,54.6,19.5,29,0.9,2.42,6/29/2024,2:00,5,21,51,70,70
506,42.4,54.7,18.4,29,0.91,1.8,6/29/2024,3:00,5,21,51,68,68
445,42.8,44.8,15.4,29,0.92,1.48,6/29/2024,4:00,4,21,41,63,63
305,39.7,44.5,14.6,29,0.93,1.51,6/29/2024,5:00,3,20,41,61,61
461,44.4,58.4,21.2,29,0.92,0.86,6/29/2024,6:00,5,22,53,74,74
833,45.5,46.1,19.2,29,0.87,1.32,6/29/2024,7:00,8,23,43,70,70
815,47.6,35,14.5,30,0.79,1.23,6/29/2024,8:00,8,24,32,61,61
659,42.5,25.9,15.6,31,0.72,0.97,6/29/2024,9:00,7,21,24,63,63
608,42.3,18.2,12.9,31,0.67,1.93,6/29/2024,10:00,6,21,17,58,58
354,40.9,13.7,17.2,33,0.62,2.4,6/29/2024,11:00,4,21,13,66,66
356,40.8,17.8,20.5,34,0.57,2.7,6/29/2024,12:00,4,20,16,72,72
247,37.9,18.4,16.3,35,0.52,3.2,6/29/2024,13:00,2,19,17,64,64
461,41.1,24.3,12.1,35,0.5,3.26,6/29/2024,14:00,5,21,23,57,57
326,37.9,33.9,17.1,36,0.49,3.32,6/29/2024,15:00,3,19,31,66,66
501,41.4,28.6,15.8,34,0.51,4.14,6/29/2024,16:00,5,21,26,63,63
527,40.1,34.2,14.5,34,0.58,4.99,6/29/2024,17:00,5,20,32,61,61
651,42.3,33,18.8,33,0.68,5.71,6/29/2024,18:00,6,21,31,69,69
749,42.5,35.4,21.5,33,0.71,5.08,6/29/2024,19:00,7,21,33,74,74
694,41.9,80.8,21.4,31,0.72,4.79,6/29/2024,20:00,7,21,64,74,74
565,39.2,56.4,18.1,30,0.73,4.46,6/29/2024,21:00,6,20,52,68,68
603,41.1,52.3,19,30,0.76,4.11,6/29/2024,22:00,6,21,48,69,69
549,39.9,54.5,22.4,29,0.78,3.28,6/29/2024,23:00,5,20,51,76,76
372,39.8,50,29.4,29,0.79,2.94,6/30/2024,0:00,4,20,46,89,89
275,37.6,56.1,27.6,30,0.81,3.08,6/30/2024,1:00,3,19,52,85,85
324,43.8,51.7,21,29,0.81,1.9,6/30/2024,2:00,3,22,48,73,73
483,42.7,55.4,20.7,29,0.81,0.99,6/30/2024,3:00,5,21,51,73,73
766,49.6,39.1,22.4,29,0.82,1.29,6/30/2024,4:00,8,25,36,76,76
264,48.2,30.4,31.7,29,0.83,1.23,6/30/2024,5:00,3,24,28,93,93
470,50,31,27.3,29,0.83,0.96,6/30/2024,6:00,5,25,29,85,85
505,47.8,29,19.5,29,0.77,0.46,6/30/2024,7:00,5,24,27,70,70
624,45.8,21,17.4,30,0.74,0.47,6/30/2024,8:00,6,23,19,66,66
364,40.5,15.2,17.6,32,0.7,0.63,6/30/2024,9:00,4,20,14,67,67
492,41.4,12.7,14.4,34,0.64,1.29,6/30/2024,10:00,5,21,12,61,61
391,39.2,25.8,21.2,34,0.57,1.74,6/30/2024,11:00,4,20,24,74,74
437,42,26.9,18.4,34,0.53,2.13,6/30/2024,12:00,4,21,25,68,68
196,39.6,31.7,13.4,35,0.44,3.91,6/30/2024,13:00,2,20,29,59,59
311,43.1,27.2,10.6,35,0.43,4.09,6/30/2024,14:00,3,22,25,54,54
245,40.7,20.6,9.5,36,0.42,3.58,6/30/2024,15:00,2,20,19,52,52
443,39.9,23.7,9.9,35,0.41,2.79,6/30/2024,16:00,4,20,22,52,52
466,37.6,29.4,13.8,35,0.48,3.59,6/30/2024,17:00,5,19,27,60,60
751,41,34.7,18,35,0.58,4.96,6/30/2024,18:00,7,21,32,68,68
596,42.5,43.9,19.7,34,0.62,4.35,6/30/2024,19:00,6,21,41,71,71
744,42,42.6,22,33,0.65,4.32,6/30/2024,20:00,7,21,39,75,75
573,39.1,47.5,20.3,33,0.68,3.48,6/30/2024,21:00,6,20,44,72,72
655,45.9,44.3,16.9,32,0.68,3.38,6/30/2024,22:00,6,23,41,66,66
426,41.1,45.7,22.8,32,0.69,3.6,6/30/2024,23:00,4,21,42,77,77
408,41.5,38.1,20.3,32,0.69,3.39,7/1/2024,0:00,4,21,35,72,72
198,42.2,38.1,25.2,31,0.71,3.5,7/1/2024,1:00,2,21,35,81,81
289,44.2,34.1,22.1,31,0.72,2.98,7/1/2024,2:00,3,22,32,75,75
103,42.3,32.2,20.2,31,0.73,2.37,7/1/2024,3:00,1,21,30,72,72
209,42.4,26.5,16,31,0.75,1.98,7/1/2024,4:00,2,21,25,64,64
160,41.8,29.8,12.6,29,0.76,1.47,7/1/2024,5:00,2,21,28,58,58
437,42.4,24.4,12,30,0.77,0.96,7/1/2024,6:00,4,21,23,56,56
639,40.9,31.5,9.6,30,0.71,0.54,7/1/2024,7:00,6,21,29,52,52
1130,43.6,33.6,12.3,31,0.63,1.75,7/1/2024,8:00,11,22,31,57,57
678,42.1,27.6,12.6,32,0.55,2.53,7/1/2024,9:00,7,21,26,58,58
601,43.3,36.9,12.4,33,0.55,2.88,7/1/2024,10:00,6,22,34,57,57
281,41.6,37.6,20.2,34,0.56,2.83,7/1/2024,11:00,3,21,35,72,72
372,42.1,29.1,17.8,35,0.54,3.15,7/1/2024,12:00,4,21,27,67,67
123,38.3,29.2,13.6,35,0.54,4.16,7/1/2024,13:00,1,19,27,59,59
348,43.7,22.2,11.1,35,0.53,4.34,7/1/2024,14:00,3,22,21,55,55
306,41.4,19.8,14.5,35,0.53,3.74,7/1/2024,15:00,3,21,18,61,61
574,43.4,26.9,12.3,35,0.57,3.2,7/1/2024,16:00,6,22,25,57,57
684,41.5,35.5,11.3,34,0.58,2.74,7/1/2024,17:00,7,21,33,55,55
1450,43.7,38.8,17.9,34,0.6,2.23,7/1/2024,18:00,14,22,36,67,67
1080,41.3,41.8,25,34,0.63,2.79,7/1/2024,19:00,11,21,39,81,81
1050,42,43.1,26,33,0.65,2.55,7/1/2024,20:00,10,21,40,82,82
821,40.8,51.2,22.5,32,0.67,2.48,7/1/2024,21:00,8,20,47,76,76
752,41.5,48.8,20.7,32,0.69,2.6,7/1/2024,22:00,7,21,45,73,73
362,40.4,43.5,24.7,31,0.71,2.47,7/1/2024,23:00,4,20,40,80,80
480,45.5,47.4,30.3,31,0.72,1.25,7/2/2024,0:00,5,23,44,90,90
304,45.7,54.3,30.2,30,0.73,1.41,7/2/2024,1:00,3,23,51,90,90
372,46.3,59.6,27.3,31,0.74,0.78,7/2/2024,2:00,4,23,53,85,85
138,36.7,51.7,29.6,30,0.75,0.91,7/2/2024,3:00,1,18,48,89,89
297,40.8,46,25,29,0.75,1.11,7/2/2024,4:00,3,20,43,81,81
312,42.1,50.8,24.9,29,0.75,0.91,7/2/2024,5:00,3,21,47,80,80
604,42.4,41.8,27,28,0.76,1.2,7/2/2024,6:00,6,21,39,84,84
1190,43.3,48.6,25.2,29,0.75,1.43,7/2/2024,7:00,12,22,45,81,81
1530,50.4,53.8,25.5,29,0.7,1.35,7/2/2024,8:00,15,25,50,82,82
1370,43.9,49.9,31.3,30,0.65,1.47,7/2/2024,9:00,14,22,46,92,92
1250,49.2,72.2,31,30,0.6,1.07,7/2/2024,10:00,12,25,60,92,92
944,47,86,33.4,30,0.59,0.45,7/2/2024,11:00,9,24,66,96,96
995,49.8,91.5,36.2,29,0.59,0.96,7/2/2024,12:00,10,25,69,103,103
625,45.9,68.5,33.3,29,0.65,1.15,7/2/2024,13:00,6,23,58,96,96
768,46,66,33.1,31,0.69,2.32,7/2/2024,14:00,8,23,56,96,96
595,42.9,62.1,28.4,30,0.7,2.45,7/2/2024,15:00,6,22,55,87,87
880,45.9,44,21.8,30,0.73,2.61,7/2/2024,16:00,9,23,41,75,75
929,46.6,78.1,27.1,30,0.79,2.63,7/2/2024,17:00,9,23,62,85,85
1310,46.4,51.7,23.2,29,0.83,2.21,7/2/2024,18:00,13,23,48,77,77
1010,49.6,62,22.8,29,0.87,2.06,7/2/2024,19:00,10,25,54,77,77
1240,46.8,57.2,26,28,0.88,1.77,7/2/2024,20:00,12,23,52,82,82
835,42.5,89.8,33.4,28,0.88,1.2,7/2/2024,21:00,8,21,68,96,96
1030,42.9,66.9,28.5,27,0.87,0.53,7/2/2024,22:00,10,22,57,87,87
727,47.3,55.5,36.1,27,0.87,0.9,7/2/2024,23:00,7,24,51,102,102
800,40.5,89.5,38.3,27,0.88,1.09,7/3/2024,0:00,8,20,68,108,108
615,42.3,71.4,38.1,27,0.89,1.22,7/3/2024,1:00,6,21,59,107,107
752,41,65.9,36.1,27,0.9,1.46,7/3/2024,2:00,7,21,56,102,102
844,39.9,61.7,30.4,26,0.91,1.74,7/3/2024,3:00,8,20,54,91,91
503,38.9,48.4,29.1,26,0.92,1.96,7/3/2024,4:00,5,20,45,88,88
410,38.7,45.4,29.5,26,0.91,1.97,7/3/2024,5:00,4,19,42,89,89
1320,41.7,54.7,30,26,0.91,1.58,7/3/2024,6:00,13,21,51,90,90
1940,46.8,67.8,30.6,26,0.89,1.38,7/3/2024,7:00,19,23,57,91,91
3230,50.3,62.9,40,27,0.88,1.37,7/3/2024,8:00,32,25,55,112,112
2470,45.9,75.7,46.2,27,0.88,0.75,7/3/2024,9:00,25,23,61,127,127
1380,43.2,58.6,37.7,27,0.82,1.02,7/3/2024,10:00,14,22,53,106,106
927,42.8,36.8,41.2,28,0.78,1.94,7/3/2024,11:00,9,21,34,115,115
1740,41.2,28.6,34.4,29,0.76,2.05,7/3/2024,12:00,17,21,26,98,98
984,41.8,45.9,25.4,27,0.74,2.04,7/3/2024,13:00,10,21,43,81,81
1150,43.1,35.4,18.4,28,0.71,3.09,7/3/2024,14:00,11,22,33,68,68
1610,40.8,25.2,14.8,27,0.69,2.9,7/3/2024,15:00,16,20,23,62,62
1640,45.2,18.2,12.7,27,0.71,2.36,7/3/2024,16:00,16,23,17,58,58
2560,40,24.1,10,28,0.75,2.42,7/3/2024,17:00,25,20,22,53,53
2840,48.3,27,17.1,29,0.8,2.54,7/3/2024,18:00,28,24,25,66,66
2280,48.3,40.3,17.6,28,0.81,2.83,7/3/2024,19:00,23,24,37,67,67
2530,47.4,46.7,20.6,27,0.83,2.75,7/3/2024,20:00,25,24,43,72,72
1080,43.3,83.7,31.9,27,0.86,2.67,7/3/2024,21:00,11,22,65,93,93
823,40.8,64.1,29.1,27,0.9,2.63,7/3/2024,22:00,8,20,56,88,88
507,40.3,71.4,31.2,27,0.91,2.39,7/3/2024,23:00,5,20,59,92,92
450,38.8,70.5,29.5,27,0.9,2.54,7/4/2024,0:00,4,19,59,89,89
290,36.9,69.1,31.5,27,0.86,2.78,7/4/2024,1:00,3,19,58,93,93
279,38.2,63.9,25.3,28,0.88,2.2,7/4/2024,2:00,3,19,55,81,81
213,45.5,68.6,23.9,27,0.89,1.72,7/4/2024,3:00,2,23,58,79,79
250,44.4,48.8,19.9,27,0.89,1.38,7/4/2024,4:00,2,22,45,71,71
231,43.6,36.3,15.4,27,0.9,0.98,7/4/2024,5:00,2,22,34,63,63
561,40.1,26.3,19,27,0.89,0.41,7/4/2024,6:00,6,20,24,69,69
1330,42.5,19.8,21.9,27,0.81,1.15,7/4/2024,7:00,13,21,18,75,75
1050,44.8,14.7,17.7,28,0.73,1.99,7/4/2024,8:00,10,22,14,67,67
740,43.4,10.5,13.5,30,0.67,2.9,7/4/2024,9:00,7,22,10,59,59
550,45.7,8.2,9.9,31.39,0.63,3.54,7/4/2024,10:00,5,23,8,53,53
354,41.9,13.5,18.9,33,0.61,3.81,7/4/2024,11:00,4,21,13,69,69
563,42.2,18.1,18.1,32,0.59,4.17,7/4/2024,12:00,6,21,17,68,68
333,40.4,20.6,13.6,32,0.56,4.61,7/4/2024,13:00,3,20,19,59,59
521,41,29.2,13.7,33,0.55,4.86,7/4/2024,14:00,5,21,27,60,60
363,38.7,24.7,14.8,33,0.55,5.16,7/4/2024,15:00,4,19,23,62,62
522,41.7,25.6,11.7,33,0.59,5.04,7/4/2024,16:00,5,21,24,56,56
558,39.6,34.7,18.2,32,0.64,5.21,7/4/2024,17:00,6,20,32,68,68
959,42.2,26.1,16.6,32,0.69,5.38,7/4/2024,18:00,10,21,24,65,65
640,42.9,26.9,18.8,31,0.73,4.62,7/4/2024,19:00,6,22,25,69,69
899,42.9,20.8,15.9,30,0.78,3.8,7/4/2024,20:00,9,22,19,64,64
709,41.6,22.3,12.1,30,0.82,3.42,7/4/2024,21:00,7,21,21,57,57
581,41.8,39.4,14.7,29,0.84,3.25,7/4/2024,22:00,6,21,36,61,61
340,37.9,51,22.4,29,0.86,2.67,7/4/2024,23:00,3,19,47,76,76
484,39.5,35.7,19.7,28,0.88,2.75,7/5/2024,0:00,5,20,33,71,71
221,41.4,34.9,18.4,28,0.88,2.5,7/5/2024,1:00,2,21,32,68,68
317,37.6,26.8,16.9,28,0.89,2.54,7/5/2024,2:00,3,19,25,66,66
242,39.8,28.2,13,27,0.9,2.56,7/5/2024,3:00,2,20,26,58,58
371,42.7,26.9,9.6,26,0.9,2.44,7/5/2024,4:00,4,21,25,52,52
292,42,26.4,12.8,26,0.91,2.66,7/5/2024,5:00,3,21,24,58,58
636,42.5,20.9,18.5,26,0.91,2.52,7/5/2024,6:00,6,21,19,69,69
664,43.1,21.2,16.1,26,0.84,2.79,7/5/2024,7:00,7,22,20,64,64
1130,42,15.7,13.4,27,0.76,2.91,7/5/2024,8:00,11,21,15,59,59
633,46.3,15.8,12.2,28,0.69,3.34,7/5/2024,9:00,6,23,15,57,57
