CO,NO2,pm10,pm25,Temperature,Humidity,Wind speed,date,time,CO_AQI,NO2_AQI,pm10_AQI,pm25_AQI,AQI
574,43.7,13,9.3,29,0.63,3.29,7/5/2024,10:00,6,22,12,51,51
327,41.4,16.5,9.2,31,0.58,3.33,7/5/2024,11:00,3,21,15,51,51
496,40.5,25.4,7.4,33,0.57,3.64,7/5/2024,12:00,5,20,24,41,41
474,38.7,23.1,12.5,34,0.56,4.09,7/5/2024,13:00,5,19,21,57,57
568,41.7,26.4,12.2,35,0.59,4.65,7/5/2024,14:00,6,21,24,57,57
369,39.6,23.5,11.7,35,0.61,4.63,7/5/2024,15:00,4,20,22,56,56
635,42.2,23.2,16.1,34,0.58,4.5,7/5/2024,16:00,6,21,21,64,64
667,40.8,24.7,25,33,0.61,5.01,7/5/2024,17:00,7,20,23,81,81
841,43,26.5,24.5,32,0.68,5.43,7/5/2024,18:00,8,22,25,80,80
682,42.8,26.3,19.3,31,0.73,4.7,7/5/2024,19:00,7,21,24,70,70
614,44.1,29.4,14.1,30,0.77,4.25,7/5/2024,20:00,6,22,27,60,60
549,42.3,25.8,15.3,30,0.8,3.67,7/5/2024,21:00,5,21,24,63,63
753,40.8,34.6,13.1,30,0.83,3.5,7/5/2024,22:00,7,20,32,58,58
468,39,53.1,10.1,29,0.84,3.38,7/5/2024,23:00,5,20,49,53,53
475,40.7,41.4,10.4,29,0.86,3.27,7/6/2024,0:00,5,20,38,53,53
337,39.3,49.3,11,29,0.87,2.72,7/6/2024,1:00,3,20,46,55,55
563,40.4,50.2,10.8,28,0.88,2.72,7/6/2024,2:00,6,20,46,54,54
343,38.7,41.7,12.2,28,0.89,2.82,7/6/2024,3:00,3,19,39,57,57
358,37.7,60.7,17.9,27,0.89,2.53,7/6/2024,4:00,4,19,54,67,67
446,37.6,41.3,21.5,27,0.89,2.11,7/6/2024,5:00,4,19,38,74,74
701,41.3,30.4,21.8,27,0.88,1.89,7/6/2024,6:00,7,21,28,75,75
644,42.2,25.7,17.9,28,0.81,2.6,7/6/2024,7:00,6,21,24,67,67
833,43.8,18.4,14.6,29,0.73,3.21,7/6/2024,8:00,8,22,17,61,61
656,43.7,12.9,17.4,31,0.67,3.63,7/6/2024,9:00,7,22,12,66,66
772,42.7,9,15.1,31,0.62,3.84,7/6/2024,10:00,8,21,8,62,62
663,41.1,16.3,14.2,33,0.58,3.91,7/6/2024,11:00,7,21,15,61,61
779,42.6,21.7,14.2,33,0.57,4.11,7/6/2024,12:00,8,21,20,61,61
495,40.9,24.3,16.6,33,0.55,3.73,7/6/2024,13:00,5,21,23,65,65
522,39.8,28.3,16.4,33,0.54,3.67,7/6/2024,14:00,5,20,26,65,65
369,39.5,26.6,14,33,0.54,3.93,7/6/2024,15:00,4,20,25,60,60
575,41.4,37,18.3,33,0.6,4.77,7/6/2024,16:00,6,21,34,68,68
467,39.1,28.1,26.2,33,0.63,5.37,7/6/2024,17:00,5,20,26,83,83
683,42,25.6,23,33,0.67,5.85,7/6/2024,18:00,7,21,24,77,77
503,41.3,38.6,19.7,31,0.71,5,7/6/2024,19:00,5,21,36,71,71
570,43,35.9,14.9,31,0.76,4.39,7/6/2024,20:00,6,22,33,62,62
474,41.9,40,19.4,30,0.79,3.74,7/6/2024,21:00,5,21,37,70,70
547,42.3,43.8,19.3,30,0.82,3.35,7/6/2024,22:00,5,21,41,70,70
359,42.1,61.3,18.6,30,0.84,3.2,7/6/2024,23:00,4,21,54,69,69
506,40.2,64.8,18.9,29,0.86,2.99,7/7/2024,0:00,5,20,56,69,69
354,40.6,63.9,22.7,29,0.87,3.04,7/7/2024,1:00,4,20,55,76,76
476,40.1,56.5,23.7,29,0.87,3.02,7/7/2024,2:00,5,20,52,78,78
332,37.7,57,18.5,28,0.87,2.84,7/7/2024,3:00,3,19,52,69,69
361,37.4,47.4,13.8,28,0.88,2.48,7/7/2024,4:00,4,19,44,60,60
350,38.6,42.7,20.2,28,0.88,2.18,7/7/2024,5:00,3,19,40,72,72
651,42,40.9,17.6,28,0.88,2.28,7/7/2024,6:00,6,21,38,67,67
630,43.1,35.6,17.8,29,0.79,3.02,7/7/2024,7:00,6,22,33,67,67
858,45.9,25.6,18.8,30,0.73,4.08,7/7/2024,8:00,9,23,24,69,69
623,48.2,17.9,15.4,31,0.66,4.57,7/7/2024,9:00,6,24,17,63,63
720,42.4,12.5,12.2,31,0.62,4.76,7/7/2024,10:00,7,21,12,57,57
535,41.2,17.9,18.5,32,0.61,4.32,7/7/2024,11:00,5,21,17,69,69
605,41.7,32.1,16.2,34,0.61,4.67,7/7/2024,12:00,6,21,30,64,64
384,39.6,24.4,11.7,35,0.58,5.31,7/7/2024,13:00,4,20,23,56,56
554,39.1,24.9,16.9,35,0.56,5.45,7/7/2024,14:00,5,20,23,66,66
420,39.2,23.1,14.7,34,0.58,5.27,7/7/2024,15:00,4,20,21,61,61
530,40.6,29.2,15.3,34,0.62,5.21,7/7/2024,16:00,5,20,27,63,63
480,40.4,33.1,22.4,34,0.61,5.77,7/7/2024,17:00,5,20,31,76,76
609,41.8,28.6,21.9,33,0.66,6.03,7/7/2024,18:00,6,21,26,75,75
569,40.6,32.5,16.6,32,0.72,5.3,7/7/2024,19:00,6,20,30,65,65
710,43.9,32.8,16.3,31,0.77,4.95,7/7/2024,20:00,7,22,30,64,64
598,43.8,43.7,13.2,31,0.8,4.34,7/7/2024,21:00,6,22,40,59,59
796,44.7,36.9,17.4,30,0.82,3.98,7/7/2024,22:00,8,22,34,66,66
587,40.9,45.7,21.6,30,0.84,3.96,7/7/2024,23:00,6,21,42,74,74
428,41.3,39.4,17.6,29,0.85,3.7,7/8/2024,0:00,4,21,36,67,67
298,40.4,49.7,17.9,29,0.87,3.75,7/8/2024,1:00,3,20,46,67,67
377,40.5,46.9,15.9,29,0.87,3.75,7/8/2024,2:00,4,20,43,64,64
243,39.8,59.4,16,28,0.87,3.38,7/8/2024,3:00,2,20,53,64,64
301,39.4,51.3,15.8,28,0.87,3.14,7/8/2024,4:00,3,20,48,63,63
359,38.1,48.9,25.4,28,0.88,2.88,7/8/2024,5:00,4,19,45,81,81
696,40.7,39.4,23.6,27,0.87,2.21,7/8/2024,6:00,7,20,36,78,78
657,44.8,47.1,19.5,29,0.8,3.22,7/8/2024,7:00,7,22,44,70,70
927,45.1,35,15,30,0.73,4.15,7/8/2024,8:00,9,23,32,62,62
490,43,24.5,14.2,30,0.67,4.38,7/8/2024,9:00,5,22,23,61,61
487.5,50,17.1,15.1,32,0.61,4.25,7/8/2024,10:00,5,25,16,62,62
587,39.9,23.2,15.5,33,0.56,3.99,7/8/2024,11:00,6,20,21,63,63
437,43.2,28.7,15.5,34,0.51,4.21,7/8/2024,12:00,4,22,27,63,63
381,40.4,166,20.7,35,0.49,4.96,7/8/2024,13:00,4,20,106,73,106
410,42.2,46.5,18.1,35,0.48,4.85,7/8/2024,14:00,4,21,43,68,68
343,40.1,43.4,15,35,0.5,5.05,7/8/2024,15:00,3,20,40,62,62
383,40.9,15.8,13.5,35,0.55,5.7,7/8/2024,16:00,4,21,15,59,59
618,41.8,107,24.5,33,0.59,6.61,7/8/2024,17:00,6,21,77,80,80
1360,43,87.9,30.5,33,0.66,6.33,7/8/2024,18:00,13,22,67,91,91
1300,41.8,70.5,26.3,33,0.72,5.31,7/8/2024,19:00,13,21,59,83,83
795,40.6,37.8,25,32,0.79,5.08,7/8/2024,20:00,8,20,35,81,81
563,39.6,73.7,27,31,0.81,4.72,7/8/2024,21:00,6,20,60,84,84
482,41.2,42.1,26.4,30,0.82,4.47,7/8/2024,22:00,5,21,39,83,83
375,39.4,86,32,30,0.84,3.96,7/8/2024,23:00,4,20,66,94,94
537,40.7,49.1,32,30,0.85,3.93,7/9/2024,0:00,5,20,45,94,94
477,38.9,73,24.9,29,0.86,3.48,7/9/2024,1:00,5,20,60,80,80
486,40.1,63.9,39.7,29,0.87,2.86,7/9/2024,2:00,5,20,55,111,111
510,38.7,61.7,60,29,0.89,2.65,7/9/2024,3:00,5,19,54,154,154
478,40.1,52.4,43.4,29,0.9,2.32,7/9/2024,4:00,5,20,49,120,120
514,38.9,51.3,42.7,28,0.93,2.15,7/9/2024,5:00,5,20,48,119,119
681,40.9,42.6,35.3,29,0.93,1.18,7/9/2024,6:00,7,21,39,100,100
878,41,43.8,33.1,29,0.87,1.77,7/9/2024,7:00,9,21,41,96,96
1090,42.9,32.2,30.2,30,0.81,2.11,7/9/2024,8:00,11,22,30,90,90
831,41.8,22.6,26.1,31,0.73,2.6,7/9/2024,9:00,8,21,21,83,83
858,41.7,15.8,20.2,32,0.65,2.44,7/9/2024,10:00,9,21,15,72,72
829,40,32.3,27.9,33,0.58,2.38,7/9/2024,11:00,8,20,30,86,86
797,41.2,30.3,24,34,0.53,2.31,7/9/2024,12:00,8,21,28,79,79
680,40.8,26.4,23.8,35,0.5,1.9,7/9/2024,13:00,7,20,24,78,78
806,39.9,32.2,26.5,34,0.47,1.87,7/9/2024,14:00,8,20,30,83,83
894,39.3,40.2,33.4,34,0.5,2.31,7/9/2024,15:00,9,20,37,96,96
1240,43.2,38,33.1,30,0.54,4.32,7/9/2024,16:00,12,22,35,96,96
1640,40.2,56.3,33.6,30,0.61,5.75,7/9/2024,17:00,16,20,52,97,97
1480,41.2,44.7,35.6,31,0.67,5.6,7/9/2024,18:00,15,21,41,101,101
1110,39.8,86.3,32.1,31,0.74,5.04,7/9/2024,19:00,11,20,66,94,94
1470,40.9,57.9,24.8,31,0.8,4.66,7/9/2024,20:00,15,21,52,80,80
1740,39.8,32.3,17.8,31,0.81,4.4,7/9/2024,21:00,17,20,30,67,67
1140,40.2,20.5,24.2,30,0.82,4.46,7/9/2024,22:00,11,20,19,79,79
749,39.5,57.1,30.7,30,0.83,4.13,7/9/2024,23:00,7,20,52,91,91
525,39.9,57.3,32.9,30,0.84,3.56,7/10/2024,0:00,5,20,52,95,95
464,37.4,54.9,31.2,30,0.85,3.01,7/10/2024,1:00,5,19,51,92,92
416,39.8,53.5,26.7,29,0.86,2.33,7/10/2024,2:00,4,20,50,84,84
417,38.7,58.8,28.4,29,0.87,2.53,7/10/2024,3:00,4,19,53,87,87
414,40.4,51.2,23.1,29,0.88,1.8,7/10/2024,4:00,4,20,47,77,77
536,39.3,57,30.8,29,0.9,1.97,7/10/2024,5:00,5,20,52,91,91
668,39.8,57.2,27.3,29,0.9,1.61,7/10/2024,6:00,7,20,52,85,85
868,40,52.7,22.8,29,0.82,0.86,7/10/2024,7:00,9,20,49,77,77
957,39.7,38.9,17.4,31,0.75,0.8,7/10/2024,8:00,9,20,36,66,66
1060,40.8,27.3,19.8,31,0.67,0.78,7/10/2024,9:00,11,20,25,71,71
905,41.1,19.1,23.9,31,0.59,0.99,7/10/2024,10:00,9,21,18,79,79
917,40.7,39,42.5,30,0.54,1.34,7/10/2024,11:00,9,20,36,118,118
826,40.5,45.5,39,31,0.5,1.9,7/10/2024,12:00,8,20,42,110,110
773,40,33.9,35.4,32,0.46,1.89,7/10/2024,13:00,8,20,31,100,100
884,40.4,39.9,30.8,32,0.44,1.89,7/10/2024,14:00,9,20,37,91,91
1710,40.3,33.2,31.3,32,0.44,1.32,7/10/2024,15:00,17,20,31,92,92
1750,41.9,49.8,32.6,31,0.48,2.63,7/10/2024,16:00,17,21,46,95,95
2460,41,49.8,40.1,30,0.54,4.69,7/10/2024,17:00,24,21,46,112,112
1860,40.6,58.1,43,29,0.63,6.06,7/10/2024,18:00,18,20,53,119,119
1530,38.7,86.2,46.1,28,0.72,5.47,7/10/2024,19:00,15,19,66,127,127
1100,39.4,62,39.9,28,0.78,4.58,7/10/2024,20:00,11,20,54,112,112
947,39,48.7,33.7,27,0.82,3.83,7/10/2024,21:00,9,20,45,97,97
934,38.8,47.9,31.3,27,0.83,3.63,7/10/2024,22:00,9,19,44,92,92
1050,39.2,59.4,38.2,27,0.84,2.91,7/10/2024,23:00,10,20,53,108,108
730,40.9,61.8,37.5,27,0.85,2.55,7/11/2024,0:00,7,21,54,106,106
682,41,74.2,39.2,26,0.82,2.96,7/11/2024,1:00,7,21,61,110,110
609,40.2,75.2,34.8,27,0.83,2.5,7/11/2024,2:00,6,20,61,99,99
673,40,72.2,40.6,27,0.83,2.18,7/11/2024,3:00,7,20,60,114,114
761,39.5,78.4,42.1,27,0.85,1.54,7/11/2024,4:00,8,20,63,117,117
562,38.7,61.7,35.6,27,0.86,1.34,7/11/2024,5:00,6,19,54,101,101
885,39.8,38.9,30.3,27,0.86,1.14,7/11/2024,6:00,9,20,36,90,90
1310,40.2,26.9,36.1,28,0.8,0.58,7/11/2024,7:00,13,20,25,102,102
1380,42.2,19.9,31.6,29,0.74,0.21,7/11/2024,8:00,14,21,18,93,93
1210,43.6,14.7,30,31,0.68,0.67,7/11/2024,9:00,12,22,14,90,90
1000,41.8,23.7,26.7,32,0.61,0.75,7/11/2024,10:00,10,21,22,84,84
1010,41.8,33.3,31,33,0.55,0.37,7/11/2024,11:00,10,21,31,92,92
844,38.7,40.8,29.7,34,0.51,0.18,7/11/2024,12:00,8,19,38,89,89
720,39.3,38.9,29.8,34,0.47,1.91,7/11/2024,13:00,7,20,36,90,90
844,39.8,35.4,27.2,35,0.44,2.33,7/11/2024,14:00,8,20,33,85,85
963,38.6,41.3,21.5,36,0.45,2.7,7/11/2024,15:00,10,19,38,74,74
933,39.6,36.2,17.7,36,0.52,4.48,7/11/2024,16:00,9,20,34,67,67
947,39.4,41.5,26,35,0.6,6.1,7/11/2024,17:00,9,20,38,82,82
1390,38.3,59.5,23.4,33,0.64,6.03,7/11/2024,18:00,14,19,53,78,78
2450,40.5,60.8,23.3,28,0.67,5.69,7/11/2024,19:00,24,20,54,77,77
1210,39.5,41.6,21.7,28,0.75,4.8,7/11/2024,20:00,12,20,39,74,74
815,38.8,30.2,23.1,29,0.78,4.53,7/11/2024,21:00,8,19,28,77,77
582,38.6,31.1,20.1,30,0.79,4.24,7/11/2024,22:00,6,19,29,71,71
573,38,25.7,19.4,30,0.8,3.54,7/11/2024,23:00,6,19,24,70,70
784,37.7,28.7,18.2,30,0.81,3.11,7/12/2024,0:00,8,19,27,68,68
605,39.2,40.5,20.6,30,0.82,2.99,7/12/2024,1:00,6,20,38,72,72
494,39,34.4,25.9,29,0.83,2.58,7/12/2024,2:00,5,20,32,82,82
506,39.3,75.4,28.9,29,0.84,2.19,7/12/2024,3:00,5,20,61,88,88
528,37.7,74.2,25.7,28,0.85,1.99,7/12/2024,4:00,5,19,61,82,82
509,38.6,50.6,30,28,0.87,1.78,7/12/2024,5:00,5,19,47,90,90
588,38.1,35.8,25.1,28,0.87,1.39,7/12/2024,6:00,6,19,33,81,81
937,39.8,25.1,19,28,0.83,1.32,7/12/2024,7:00,9,20,23,69,69
1240,39,17.6,15.6,29,0.77,0.88,7/12/2024,8:00,12,20,16,63,63
959,38.9,12.3,15.4,31,0.7,0.68,7/12/2024,9:00,10,20,11,63,63
838,39.5,8.6,12.1,31,0.63,0.57,7/12/2024,10:00,8,20,8,57,57
842,38.5,6.7,14.9,32,0.57,0.42,7/12/2024,11:00,8,19,6,62,62
788,38.9,23.3,15.7,33,0.53,1.21,7/12/2024,12:00,8,20,22,63,63
717,39,23.6,15.6,34,0.5,2.14,7/12/2024,13:00,7,20,22,63,63
903,39.5,33.3,19.6,35,0.48,2.27,7/12/2024,14:00,9,20,31,71,71
1010,40,30.4,16.9,36,0.47,2.59,7/12/2024,15:00,10,20,28,66,66
953,38.7,35.3,14.9,36,0.49,3.01,7/12/2024,16:00,9,19,33,62,62
1350,38.5,28.8,22.4,35,0.55,4.51,7/12/2024,17:00,13,19,27,76,76
1400,39.6,35.7,26.9,34,0.68,5.97,7/12/2024,18:00,14,20,33,84,84
1030,38.9,32.8,26.6,33,0.77,5.08,7/12/2024,19:00,10,20,30,84,84
794,37.2,44.9,22.3,33,0.81,4.41,7/12/2024,20:00,8,19,42,76,76
768,38.5,58.8,29,31,0.85,3.69,7/12/2024,21:00,8,19,53,88,88
614,38.4,82.4,30.7,31,0.85,3.72,7/12/2024,22:00,6,19,65,91,91
704,39.7,55.7,26.9,31,0.86,3.56,7/12/2024,23:00,7,20,51,84,84
432,37.7,39.2,29.2,30,0.86,3.41,7/13/2024,0:00,4,19,36,88,88
470,38.5,50.2,24.8,30,0.87,3.2,7/13/2024,1:00,5,19,46,80,80
355,37,39,24,30,0.88,3.04,7/13/2024,2:00,4,19,36,79,79
439,39.3,32.8,23.3,29,0.88,2.84,7/13/2024,3:00,4,20,30,77,77
355,37.1,26.3,18.2,29,0.89,2.53,7/13/2024,4:00,4,19,24,68,68
560,38.7,26.5,16.5,28,0.89,2.35,7/13/2024,5:00,6,19,25,65,65
727,36.7,28.5,23,29,0.88,2,7/13/2024,6:00,7,18,26,77,77
944,38.3,26.6,24.8,29,0.81,2.31,7/13/2024,7:00,9,19,25,80,80
827,36.7,25.4,21,30,0.74,2.34,7/13/2024,8:00,8,18,24,73,73
810,39.1,18.5,17.7,32,0.67,2.36,7/13/2024,9:00,8,20,17,67,67
618,37.7,13.3,17.3,33,0.6,2.45,7/13/2024,10:00,6,19,12,66,66
733,38.9,10,18.6,33,0.57,2.81,7/13/2024,11:00,7,20,9,69,69
637,38,20.9,14.8,34,0.55,3.2,7/13/2024,12:00,6,19,19,62,62
595,39.4,20.5,16.2,35,0.56,4.4,7/13/2024,13:00,6,20,19,64,64
589,37.8,22.6,18.4,36,0.58,4.99,7/13/2024,14:00,6,19,21,68,68
681,38.2,21.2,15.2,36,0.59,4.87,7/13/2024,15:00,7,19,20,62,62
623,36.9,21.9,20.6,35,0.59,4.88,7/13/2024,16:00,6,19,20,72,72
803,39.2,26.9,23.2,34,0.63,5.45,7/13/2024,17:00,8,20,25,77,77
745,37.9,26.3,25.6,33,0.69,5.98,7/13/2024,18:00,7,19,24,82,82
806,37.9,30,23,33,0.74,5.4,7/13/2024,19:00,8,19,28,77,77
654,37.3,36.6,17.9,32,0.78,4.96,7/13/2024,20:00,6,19,34,67,67
684,39.8,40.7,14.7,31,0.77,4.45,7/13/2024,21:00,7,20,38,61,61
503,38.7,48.9,16.6,30,0.8,4.03,7/13/2024,22:00,5,19,45,65,65
515,37,50.1,16.4,30,0.82,3.73,7/13/2024,23:00,5,19,46,65,65
344,35.7,37.5,18.5,30,0.84,3.3,7/14/2024,0:00,3,18,35,69,69
433,38.5,40.2,15.7,29,0.87,3.29,7/14/2024,1:00,4,19,37,63,63
376,38,38.9,12.2,29,0.87,3.04,7/14/2024,2:00,4,19,36,57,57
412,37.6,29.1,10.1,29,0.87,2.46,7/14/2024,3:00,4,19,27,53,53
357,36.4,29.1,15,28,0.86,2.28,7/14/2024,4:00,4,18,27,62,62
473,38.8,39.5,14.1,28,0.86,2.44,7/14/2024,5:00,5,19,37,60,60
595,37.3,29.8,16.4,28,0.86,2.14,7/14/2024,6:00,6,19,28,65,65
787,39.4,30.2,16.4,27,0.8,2.39,7/14/2024,7:00,8,20,28,65,65
855,38.4,35.9,21.5,27,0.71,3.21,7/14/2024,8:00,8,19,33,74,74
981,38.5,27,18.8,30,0.65,4.07,7/14/2024,9:00,10,19,25,69,69
987,36.8,24,15.3,31,0.61,4.39,7/14/2024,10:00,10,18,22,63,63
950,37.9,17.3,13.3,32,0.58,4.28,7/14/2024,11:00,9,19,16,59,59
783,36.5,12.1,15.4,33,0.58,4.32,7/14/2024,12:00,8,18,11,63,63
769,38.6,8.5,20.9,32,0.59,4.45,7/14/2024,13:00,8,19,8,73,73
575,36.9,5.9,17.7,33,0.58,4.43,7/14/2024,14:00,6,19,6,67,67
650,39.8,4.2,12.6,33,0.55,4.29,7/14/2024,15:00,6,20,4,58,58
550,38,2.9,13.8,32,0.56,4.93,7/14/2024,16:00,5,19,3,60,60
725,40.1,6,17.3,33,0.61,5.2,7/14/2024,17:00,7,20,6,66,66
752,37.3,16.4,21.6,32,0.65,5.13,7/14/2024,18:00,7,19,15,74,74
905,40.1,19.9,18.1,31,0.7,3.95,7/14/2024,19:00,9,20,18,68,68
1030,36.8,27.2,14.6,30,0.74,3.33,7/14/2024,20:00,10,18,25,61,61
1050,38.7,24.7,16.8,28,0.77,2.79,7/14/2024,21:00,10,19,23,65,65
592,36.6,65.8,17.2,29,0.81,2.51,7/14/2024,22:00,6,18,56,66,66
1140,39.4,47.9,27.1,28,0.84,2.19,7/14/2024,23:00,11,20,44,85,85
771,36.7,41.3,23.8,26,0.85,1.59,7/15/2024,0:00,8,18,38,78,78
581,39.5,30.3,20.9,26,0.86,2.33,7/15/2024,1:00,6,20,28,73,73
456,37.9,31.9,16.8,26,0.85,1.7,7/15/2024,2:00,5,19,30,65,65
511,39.1,39.9,21.3,26,0.85,1.31,7/15/2024,3:00,5,20,37,74,74
468,37.7,31.9,21,27,0.85,1.59,7/15/2024,4:00,5,19,30,73,73
618,40.4,37.9,23.8,28,0.86,2.03,7/15/2024,5:00,6,20,35,78,78
707,39.5,45.4,28.2,27,0.86,2.21,7/15/2024,6:00,7,20,42,87,87
987,39.2,34.7,31.7,28,0.81,2.77,7/15/2024,7:00,10,20,32,93,93
1230,37.2,25.6,29.6,30,0.73,2.73,7/15/2024,8:00,12,19,24,89,89
997,40.4,18.4,25.7,31,0.68,2.44,7/15/2024,9:00,10,20,17,82,82
742,37.8,14.8,29.9,32,0.63,2.32,7/15/2024,10:00,7,19,14,90,90
813,38.7,24.8,33.7,32,0.6,2.56,7/15/2024,11:00,8,19,23,97,97
582,36.9,30.1,30.5,33,0.58,2.54,7/15/2024,12:00,6,19,28,91,91
636,38.9,23.1,24.4,34,0.58,1.28,7/15/2024,13:00,6,20,21,80,80
646,37.8,22.7,27.6,34,0.62,0.87,7/15/2024,14:00,6,19,21,85,85
667,38,28,28,33,0.65,0.65,7/15/2024,15:00,7,19,26,86,86
878,36.5,26.8,21.4,30,0.68,0.85,7/15/2024,16:00,9,18,25,74,74
1030,38.8,26.8,25.9,30,0.69,0.83,7/15/2024,17:00,10,19,25,82,82
1210,36.8,27.7,22,30,0.72,0.62,7/15/2024,18:00,12,18,26,75,75
2380,39,37.7,21.8,29,0.78,1.06,7/15/2024,19:00,24,20,35,75,75
1640,38,60.4,23.5,29,0.79,1.27,7/15/2024,20:00,16,19,54,78,78
1380,39.6,65.1,21.1,28,0.8,1.05,7/15/2024,21:00,14,20,56,73,73
1040,36.3,45.7,28.5,28,0.83,1.08,7/15/2024,22:00,10,18,42,87,87
983,39.3,50,35,29,0.85,0.94,7/15/2024,23:00,10,20,46,99,99
580,37.3,57.5,34.9,29,0.87,1.02,7/16/2024,0:00,6,19,52,99,99
621,38.5,54,39.1,28,0.9,1.16,7/16/2024,1:00,6,19,50,110,110
398,37.1,57.4,38.9,28,0.91,2.06,7/16/2024,2:00,4,19,52,109,109
501,36.7,47.3,36.3,28,0.92,2.59,7/16/2024,3:00,5,18,44,103,103
389,36.5,46.1,31.4,27,0.92,2.65,7/16/2024,4:00,4,18,43,93,93
579,39,35.7,29.8,27,0.93,2.26,7/16/2024,5:00,6,20,33,90,90
516,37,36.8,29,27,0.93,1.72,7/16/2024,6:00,5,19,34,88,88
908,37.6,28.6,28.1,27,0.87,1.61,7/16/2024,7:00,9,19,26,86,86
1150,37.5,21.4,23.1,28,0.8,1.76,7/16/2024,8:00,11,19,20,77,77
1110,41.8,15.1,20.2,30,0.73,2.71,7/16/2024,9:00,11,21,14,72,72
741,36.2,10.6,27.3,30,0.69,3,7/16/2024,10:00,7,18,10,85,85
726,38.8,33.1,30.8,32,0.68,3.31,7/16/2024,11:00,7,19,31,91,91
588,36.5,29.6,24.5,33,0.69,3.54,7/16/2024,12:00,6,18,27,80,80
651,38.4,33.2,23.8,34,0.69,3.49,7/16/2024,13:00,6,19,31,78,78
597,36.4,28.9,21,34,0.68,3.41,7/16/2024,14:00,6,18,27,73,73
722,38.9,29.4,25.6,34,0.7,3.55,7/16/2024,15:00,7,20,27,82,82
758,35.3,71.2,30.1,34,0.68,3.69,7/16/2024,16:00,8,18,59,90,90
1050,38.3,48.2,31.3,33,0.71,3.58,7/16/2024,17:00,10,19,45,92,92
1240,36,33,24.4,30,0.78,3.4,7/16/2024,18:00,12,18,31,80,80
1360,39.3,36.7,23.2,30,0.84,1.97,7/16/2024,19:00,13,20,34,77,77
1060,36.6,43.3,21.5,29,0.85,1.83,7/16/2024,20:00,11,18,40,74,74
1300,39.4,32.4,22.5,28,0.86,1.84,7/16/2024,21:00,13,20,30,76,76
1450,39.3,26.1,21.3,28,0.87,1.77,7/16/2024,22:00,14,20,24,74,74
1280,39.4,28.7,24.2,28,0.88,1.34,7/16/2024,23:00,13,20,27,79,79
765,36.1,41,24.9,28,0.9,0.38,7/17/2024,0:00,8,18,38,80,80
822,39.2,41.7,29.7,28,0.9,0.6,7/17/2024,1:00,8,20,39,89,89
576,34.9,67.7,35.1,28,0.91,0.76,7/17/2024,2:00,6,18,57,99,99
534,38.8,46.6,34.8,27,0.92,1.47,7/17/2024,3:00,5,19,43,99,99
418,35.8,41.2,32.9,27,0.93,1.74,7/17/2024,4:00,4,18,38,95,95
535,38.7,50,33.2,27,0.94,1.95,7/17/2024,5:00,5,19,46,96,96
572,36.1,57.8,38.6,27,0.93,2,7/17/2024,6:00,6,18,52,109,109
988,38.6,51.6,31.8,27,0.85,1.81,7/17/2024,7:00,10,19,48,93,93
1080,36.4,37.9,30.4,28,0.8,2.31,7/17/2024,8:00,11,18,35,91,91
1070,38.4,27.1,28.3,29,0.75,2.84,7/17/2024,9:00,11,19,25,87,87
781,37.1,19,25.6,30,0.69,3.48,7/17/2024,10:00,8,19,18,82,82
852,37.7,35.7,30.8,32,0.68,3.69,7/17/2024,11:00,8,19,33,91,91
644,36.7,28,33.6,31,0.66,3.93,7/17/2024,12:00,6,18,26,97,97
712,39.2,20.6,27.1,32,0.68,3.76,7/17/2024,13:00,7,20,19,85,85
634,34.2,31.1,24.1,32,0.71,4.14,7/17/2024,14:00,6,17,29,79,79
673,37.4,24.1,19.6,30,0.72,4.04,7/17/2024,15:00,7,19,22,71,71
664,37.6,17.9,14.8,30,0.73,3.62,7/17/2024,16:00,7,19,17,62,62
1220,38.6,20,17,31,0.75,3.54,7/17/2024,17:00,12,19,19,66,66
1330,37.4,23.2,17.9,30,0.81,2.95,7/17/2024,18:00,13,19,21,67,67
1510,39.7,41.7,17.5,30,0.84,2.27,7/17/2024,19:00,15,20,39,67,67
1200,36.1,86.5,24,28,0.85,2.22,7/17/2024,20:00,12,18,67,79,79
1160,37.9,93.1,30.5,27,0.87,2.11,7/17/2024,21:00,12,19,70,91,91
712,35.5,64,27.4,27,0.87,1.95,7/17/2024,22:00,7,18,55,85,85
623,38.5,48,20.4,27,0.87,1.86,7/17/2024,23:00,6,19,44,72,72
352,36.1,34.9,15.4,27,0.88,2.06,7/18/2024,0:00,3,18,32,63,63
425,37.5,33.9,11.4,27,0.9,0.82,7/18/2024,1:00,4,19,31,55,55
307,35,35.8,15.1,27,0.89,1.62,7/18/2024,2:00,3,18,33,62,62
401,38.7,27.1,15.1,27,0.89,2.16,7/18/2024,3:00,4,19,25,62,62
230,36,33.4,21,27,0.91,2.11,7/18/2024,4:00,2,18,31,73,73
369,37.9,26.2,25.7,27,0.93,2.16,7/18/2024,5:00,4,19,24,82,82
423,36.8,20.6,21.7,26,0.93,2.33,7/18/2024,6:00,4,18,19,74,74
1050,39,14.6,15.9,27,0.93,2.39,7/18/2024,7:00,10,20,14,64,64
1440,36.4,11.1,16.4,26,0.91,2.64,7/18/2024,8:00,14,18,10,65,65
1350,38.1,12.8,14.6,26,0.89,2.48,7/18/2024,9:00,13,19,12,61,61
